-0.0209	2.628	0	0	-0.0209	2.628	-0.0118	2.9997	-0.0785	0.9969
-0.137344	3.70422	-0.27283	0.590577	-0.184998	3.77217	-0.0712	3.395	-0.2028	0.9792
0.111196	3.9331	0.656938	0.576796	0.1183	3.9317	-0.1797	3.7797	-0.3239	0.9461
-0.315241	4.18342	-1.09911	1.36919	-0.328677	3.72091	-0.3356	4.1478	-0.4399	0.898
-0.568134	4.43541	-0.575847	0.536647	-0.5495	4.3815	-0.5364	4.4935	-0.549	0.8358
-1.0584	4.86108	-1.19429	0.686768	-1.16116	5.15617	-0.7789	4.8112	-0.6494	0.7604
-1.12286	5.20129	-0.0641537	0.858852	-1.0789	5.2069	-1.0593	5.0961	-0.7396	0.673
-1.44716	5.26844	-1.02214	0.893522	-1.34352	4.77997	-1.3732	5.3436	-0.8181	0.575
-1.95983	5.45183	-1.27881	0.407027	-1.9665	5.4214	-1.7157	5.5498	-0.8838	0.4679
-2.22502	5.72512	-0.429629	0.278232	-2.27491	5.95507	-2.0813	5.7114	-0.9354	0.3535
-2.60069	5.76005	-0.937577	0.0986894	-2.6192	5.7554	-2.4643	5.8259	-0.9724	0.2334
-3.11475	5.63853	-1.28606	-0.380558	-3.13878	5.61793	-2.8586	5.8916	-0.994	0.1097
-3.34555	5.81565	-0.637783	0.465496	-3.3303	5.857	-3.258	5.9073	-0.9999	-0.0157
-3.75586	5.57905	-1.08257	-0.622681	-3.71591	5.43032	-3.6563	5.8728	-0.99	-0.1409
-4.18168	5.67579	-1.14445	0.308124	-4.1984	5.7304	-4.0471	5.7886	-0.9646	-0.2639
-4.6247	5.5045	-1.28812	-0.255575	-4.48862	5.301	-4.4242	5.6562	-0.9239	-0.3827
-4.68748	5.49313	-0.171494	-0.140714	-4.638	5.4798	-4.7818	5.4775	-0.8686	-0.4955
-5.1144	5.40696	-0.867472	-0.5267	-5.36274	5.56264	-5.1142	5.2554	-0.7997	-0.6004
-5.49723	4.93839	-0.889664	-1.18791	-5.4869	4.9046	-5.4161	4.9934	-0.7181	-0.6959
-5.66356	4.84341	-0.498104	-0.0768841	-5.55619	4.87898	-5.6828	4.6957	-0.6253	-0.7804
-5.96161	4.33216	-0.63507	-1.22668	-5.9504	4.2844	-5.9101	4.3668	-0.5225	-0.8526
-6.21703	4.01335	-0.626667	-0.771955	-6.23367	4.06269	-6.0944	4.0121	-0.4115	-0.9114
-6.36676	3.57401	-0.319683	-1.10568	-6.3439	3.5558	-6.2327	3.6371	-0.2941	-0.9558
-6.38059	3.15685	-0.155129	-0.969954	-6.26943	3.11941	-6.323	3.2476	-0.1719	-0.9851
-6.33244	2.77025	0.150009	-0.984742	-6.3136	2.7657	-6.3637	2.85	-0.0471	-0.9989
-6.48263	2.36523	-0.034311	-1.1582	-6.7553	2.43983	-6.3543	2.4503	0.0784	-0.9969
-6.45307	2.02367	0.0699058	-0.869255	-6.4495	2.0333	-6.2949	2.055	0.2028	-0.9792
-6.14077	1.75313	0.25507	-0.512546	-5.74371	1.66403	-6.1864	1.6703	0.3239	-0.9461
-6.03952	1.29103	0.277071	-1.13014	-6.0335	1.269	-6.0305	1.3022	0.4399	-0.898
-5.5846	1.09404	1.12465	-0.434669	-5.41832	1.08759	-5.8297	0.9566	0.549	-0.8358
-5.47756	0.725154	0.154771	-0.922274	-5.5404	0.7113	-5.5872	0.6388	0.6494	-0.7604
-5.4429	0.316773	0.265578	-1.03995	-5.54701	0.315924	-5.3068	0.3539	0.7396	-0.673
-5.05227	0.108404	1.0748	-0.493847	-4.9988	0.1274	-4.9928	0.1064	0.8181	-0.575
-4.63343	-0.222758	0.711036	-0.858406	-4.46495	-0.224744	-4.6504	-0.0997	0.8838	-0.468
-4.37932	-0.297436	0.628887	-0.120515	-4.3841	-0.2688	-4.2848	-0.2614	0.9354	-0.3535
-4.05669	-0.371999	0.626931	-0.207218	-3.93138	-0.361889	-3.9018	-0.3759	0.9724	-0.2335
-3.46555	-0.343064	1.59331	0.114663	-3.4003	-0.3278	-3.5075	-0.4416	0.994	-0.1098
-3.0898	-0.468546	0.899961	-0.341384	-3.19349	-0.504533	-3.108	-0.4572	0.9999	0.0157
-2.77889	-0.311025	0.751243	0.586791	-2.7865	-0.2709	-2.7098	-0.4228	0.99	0.1409
-2.34399	-0.529397	0.838798	-0.622129	-2.11966	-0.474425	-2.319	-0.3386	0.9646	0.2638
-1.77999	-0.366311	1.47795	0.703924	-1.7367	-0.3074	-1.9419	-0.2062	0.9239	0.3827
-1.47442	-0.0244977	1.0671	0.888712	-1.76289	-0.00509944	-1.5843	-0.0275	0.8686	0.4954
-1.13637	0.185643	0.822006	0.387993	-1.1534	0.1621	-1.2519	0.1946	0.7997	0.6004
-0.852413	0.380949	1.04495	0.346379	-1.0461	0.469915	-0.95	0.4566	0.7181	0.6959
-0.676805	0.690637	0.374715	0.876927	-0.7234	0.7221	-0.6833	0.7543	0.6253	0.7804
-0.419484	0.957492	0.593526	0.794578	-0.372139	0.836233	-0.456	1.0832	0.5225	0.8526
-0.269492	1.40137	0.335979	1.14741	-0.2853	1.4257	-0.2717	1.4379	0.4115	0.9114
-0.149872	2.03858	0.322511	1.19346	-0.170523	2.32846	-0.1334	1.813	0.2941	0.9558
-0.201112	2.31467	-0.295646	0.611381	-0.2285	2.2766	-0.0431	2.2024	0.172	0.9851
0.0450924	2.66335	0.592135	1.48254	0.0599532	2.35094	-0.0024	2.6	0.0471	0.9989
0.297481	3.30139	0.643771	1.61119	0.2994	3.3098	0.0039	2.9999	0.0471	0.9989
0.22167	3.53115	-0.156902	1.05393	0.202485	3.0544	0.0509	3.3969	0.172	0.9851
0.241489	3.65671	0.0779738	0.215222	0.2479	3.602	0.1473	3.7848	0.2941	0.9558
0.43641	4.11795	0.494114	0.929784	0.491932	4.40975	0.2915	4.1576	0.4115	0.9114
0.649518	4.29482	0.540585	0.375826	0.6504	4.2579	0.4813	4.5094	0.5225	0.8526
0.818039	4.64431	0.447055	1.07791	0.803683	4.62925	0.7137	4.8347	0.6253	0.7804
1.07934	5.08603	0.676858	1.10974	1.0888	5.0894	0.9851	5.1282	0.7181	0.6959
1.22163	5.36675	0.37183	0.827662	1.17862	5.21682	1.2911	5.3854	0.7997	0.6004
1.6131	5.57487	0.984592	0.499922	1.634	5.5581	1.6269	5.6023	0.8686	0.4954
1.99789	5.76435	0.850272	0.15702	2.05446	5.92068	1.9873	5.7753	0.9239	0.3827
2.5804	5.82911	1.4638	0.192987	2.6046	5.8378	2.3664	5.9018	0.9646	0.2638
2.72821	6.14337	0.315591	0.876224	2.62677	6.13751	2.7585	5.9798	0.99	0.1409
3.23738	6.07043	1.18329	-0.190405	3.2584	6.0206	3.1572	6.008	0.9999	0.0157
3.68883	5.99137	1.20337	-0.0711602	3.64116	5.9243	3.5564	5.9861	0.994	-0.1098
3.91852	6.01839	0.586289	0.019001	3.8934	6.0137	3.9496	5.9142	0.9724	-0.2335
4.34282	5.75299	1.15414	-0.630989	4.3265	5.63493	4.3308	5.7937	0.9354	-0.3535
4.73244	5.53107	0.983101	-0.568531	4.726	5.5317	4.6938	5.6263	0.8838	-0.468
5.2464	5.17834	1.18433	-1.03217	5.33605	5.21055	5.033	5.4148	0.8181	-0.575
5.40337	5.16111	0.477158	-0.112842	5.3842	5.1937	5.343	5.1624	0.7396	-0.673
5.59374	4.74422	0.750899	-0.86163	5.40097	4.51971	5.6189	4.8732	0.6494	-0.7604
5.91793	4.41472	0.817076	-0.816921	5.9221	4.418	5.8564	4.5516	0.549	-0.8358
5.80911	4.55019	-0.315746	0.452285	5.65713	4.59063	6.0517	4.2029	0.4399	-0.898
6.14047	3.97272	0.730318	-1.27112	6.1734	3.9181	6.2018	3.8324	0.3239	-0.9461
6.2875	3.31832	0.293827	-1.68849	6.25016	3.28574	6.3042	3.446	0.2028	-0.9792
6.57273	3.0493	0.844531	-0.694003	6.6194	3.0956	6.3574	3.0498	0.0784	-0.9969
6.5328	2.90848	-0.114577	-0.303503	6.37704	2.88845	6.3606	2.6501	-0.0471	-0.9989
6.32038	2.37825	-0.652445	-1.28312	6.2755	2.3367	6.3136	2.2531	-0.1719	-0.9851
6.31385	1.47213	0.12913	-2.31015	6.31277	1.38914	6.2172	1.8651	-0.2941	-0.9558
6.03403	1.66656	-0.699758	0.404548	6.0031	1.759	6.073	1.4923	-0.4115	-0.9114
5.97522	1.21785	0.111888	-1.16387	5.85385	1.09185	5.8832	1.1405	-0.5225	-0.8526
5.76728	1.09808	-0.554869	-0.322397	5.7329	1.124	5.6507	0.8153	-0.6253	-0.7804
5.45345	0.600279	-0.606458	-1.27786	5.287	0.549701	5.3794	0.5218	-0.7181	-0.6959
4.98336	0.453539	-1.23587	-0.35415	4.9464	0.4846	5.0734	0.2645	-0.7997	-0.6004
4.71358	0.153734	-0.441428	-0.764536	4.69429	0.130535	4.7376	0.0477	-0.8686	-0.4955
4.50385	-0.165489	-0.535555	-0.801395	4.4975	-0.1671	4.3772	-0.1253	-0.9239	-0.3827
4.14859	-0.0414386	-0.652137	0.354186	3.91682	-0.0242846	3.998	-0.2518	-0.9646	-0.2639
3.84161	-0.287372	-0.773524	-0.738404	3.8376	-0.3309	3.606	-0.3298	-0.99	-0.1409
3.57383	-0.49427	-0.631809	-0.507566	3.56795	-0.487528	3.2072	-0.358	-0.9999	-0.0157
2.88927	-0.187069	-1.85162	1.02459	2.8016	-0.1165	2.8081	-0.3361	-0.994	0.1097
2.35259	-0.326172	-1.10979	-0.414728	2.22774	-0.370263	2.4149	-0.2643	-0.9724	0.2334
1.92038	-0.254765	-1.0826	0.371153	1.9244	-0.2192	2.0337	-0.1437	-0.9354	0.3535
1.30267	-0.0926599	-1.10673	0.371314	0.989679	-0.0706839	1.6707	0.0236	-0.8838	0.4679
1.45485	0.321056	0.59535	1.31148	1.5673	0.3618	1.3315	0.2352	-0.8181	0.575
1.22629	0.515012	-0.543985	0.497232	0.948557	0.419057	1.0215	0.4875	-0.7396	0.673
0.859714	0.794977	-0.995453	0.791717	0.8342	0.8057	0.7456	0.7768	-0.6494	0.7604
0.56058	1.15698	-0.816723	0.699069	0.628825	1.28566	0.5081	1.0983	-0.549	0.8358
0.255644	1.32202	-0.714254	0.35542	0.2583	1.3007	0.3128	1.4471	-0.4399	0.898
0.1259	1.73076	-0.287059	0.671461	0.182855	2.02406	0.1627	1.8176	-0.3239	0.9461
0.0315016	2.2077	-0.218729	1.2627	0.0342	2.2472	0.0603	2.204	-0.2028	0.9792
0.0651051	2.73748	0.101366	1.29719	0.0706484	2.7595	0.0071	2.6002	-0.0785	0.9969
